"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VD3ME65W","preprint","2023","Adkins, Kevin A.; Li, Kevin; Blasko, Maximilian N.; Cabrera, Jose L.; Neal, Blake H.; James, Timothy Y.; Hajian-Forooshani, Zachary; Brines, Shannon; Perfecto, Ivette","A simple mechanism for UAV bioaerosol sampling in the lower atmosphere","","","","10.21203/rs.3.rs-3789552/v1","https://www.researchsquare.com/article/rs-3789552/v1","Objectives. We present a lower-cost alternative to costly and specialized aircraft and associated equipment that are typically used in the study of spores and pollen in the atmosphere. Methods. We use 3D printable components and common lab supplies mounted on an uncrewed aircraft (UA). Conveniently, this setup does not require additional electronic components to control collection during flight, using the UA landing gear mechanism instead. Results. We demonstrate that this apparatus can collect fungal spores in the atmosphere and describe potential impacts for the environment and experimental protocol on collection efficiency. These include the effects of: 1) competing airflows from UA rotors, flight trajectories, and wind, 2) flight altitude, and 3) agar concentration of the collection medium. Conclusions. Complex biological mechanisms and atmospheric dynamics dictate the release, transport and deposition of bioaerosols. Economical methods to sample bioaerosols in the lower atmosphere can increase the amount and type of data collected and unlock new understanding. The methodology presented here provides an economical method to sample bioaerosols that can help improve landscape-level understanding of the dispersal of bioaerosols.","2023-12-28","2024-02-07 14:11:13","2025-04-24 16:30:49","2024-02-07 14:11:13","","","","","","","","","","","","In Review","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","preprint","","","DOI.org (Crossref)","","","","/Users/kevinl/Zotero/storage/Z9P835QJ/Adkins et al. - 2023 - A simple mechanism for UAV bioaerosol sampling in .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M54LNKX6","preprint","2024","Li, Kevin; Fisher, Jon; Power, Alison; Iverson, Aaron","A map of pollinator floral resource habitats in the agricultural landscape of Central New York","","","","10.3897/arphapreprints.e119971","https://preprints.arphahub.com/article/119971/","We created a spatially and temporally-explicit model of floral area in Central New York State, USA, using public data from federal and state governmental agencies and non-governmental organizations. This model incorporates remote sensing-derived natural habitat, crop, and land use data products with roads GIS data to predict land cover indicative of floral resources for pollinators. The resulting dataset provides the necessary land cover data to quantify floral resources available within a user-specified area (e.g., 2 km radius around the location of a bee hive). When paired with phenological data of species within the communities associated with our land cover classes, users can predict pollinator floral resources over any specified period in a year. This dataset would be of use to both researchers and practitioners, allowing them to estimate floral resource availability around crops or hive placements. It could also identify habitat restoration to most effectively boost native pollinator populations. We present the methodology for the creation of the spatial dataset and usage information.","2024-02-02","2024-02-07 14:19:35","2024-02-07 14:20:39","2024-02-07 14:19:35","","","","","","","","","","","","Pensoft Publishers","","en","2024 Kevin Li, Jon Fisher, Alison Power, Aaron Iverson","","","","preprints.arphahub.com","","","","/Users/kevinl/Zotero/storage/ESG33LRH/Li et al. - 2024 - A map of pollinator floral resource habitats in th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GM7GHAR","journalArticle","2024","Kammerer, Melanie; Iverson, Aaron L.; Li, Kevin; Tooker, John F.; Grozinger, Christina M.","Seasonal bee communities vary in their responses to resources at local and landscape scales: implication for land managers","Landscape Ecology","","1572-9761","10.1007/s10980-024-01895-z","https://doi.org/10.1007/s10980-024-01895-z","There is great interest in land management practices for pollinators; however, a quantitative comparison of landscape and local effects on bee communities is necessary to determine if adding small habitat patches can increase bee abundance or species richness. The value of increasing floral abundance at a site is undoubtedly influenced by the phenology and magnitude of floral resources in the landscape, but due to the complexity of measuring landscape-scale resources, these factors have been understudied.","2024-04-27","2024-07-15 02:09:27","2024-07-15 02:09:27","2024-07-15 02:09:27","97","","5","39","","Landsc Ecol","Seasonal bee communities vary in their responses to resources at local and landscape scales","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Springer Link","","","","/Users/kevinl/Zotero/storage/HWJDXZYM/Kammerer et al. - 2024 - Seasonal bee communities vary in their responses t.pdf","","","Hymenoptera; Wild bees; Soil fertility; Landscape composition and configuration; Anthophila; Floral phenology; Landscape floral resources","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MD4X29U","journalArticle","2024","Sowers, Tyler D.; Nelson, Clay M.; Blackmon, Matthew D.; Li, Kevin; Jerden, Marissa L.; Kirby, Alicia M.; Kovalcik, Kasey; Cox, David; Dewalt, Gary; Friedman, Warren; Pinzer, Eugene A.; Ashley, Peter J.; Bradham, Karen D.","United States house dust Pb concentrations are influenced by soil, paint, and house age: insights from a national survey","Journal of Exposure Science & Environmental Epidemiology","","1559-064X","10.1038/s41370-024-00655-0","https://www.nature.com/articles/s41370-024-00655-0","Lead (Pb) in house dust contributes significantly to blood lead levels (BLLs) in children which may result in dire health consequences. Assessment of house dust Pb in the United States, relationships with Pb in soil and paint, and residential factors influencing Pb concentrations are essential to probing drivers of house dust Pb exposure.","2024-03-28","2024-07-15 02:12:00","2024-07-15 02:12:00","2024-07-15 02:12:00","1-9","","","","","J Expo Sci Environ Epidemiol","United States house dust Pb concentrations are influenced by soil, paint, and house age","","","","","Nature Publishing Group","","en","2024 This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply","","","","www.nature.com","","","","/Users/kevinl/Zotero/storage/96X599C4/Sowers et al. - 2024 - United States house dust Pb concentrations are inf.pdf","","","Epidemiology; general; Medicine/Public Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R25ZFYU3","journalArticle","2024","Li, Kevin; Fisher, Jonathan; Power, Alison; Iverson, Aaron","A map of pollinator floral resource habitats in the agricultural landscape of Central New York","One Ecosystem","","2367-8194","10.3897/oneeco.9.e118634","https://oneecosystem.pensoft.net/article/118634/","We created a spatially and temporally-explicit model of floral area in Central New York State, USA, using public data from federal and state governmental agencies and non-governmental organisations. This model incorporates remote sensing-derived natural habitat, crop and land-use data products with roads GIS data to predict land cover indicative of floral resources for pollinators. The resulting dataset provides the necessary land-cover data to quantify floral resources available within a user-specified area (e.g. 2 km radius around the location of a bee hive). When paired with phenological data of species within the communities associated with our land-cover classes, users can predict pollinator floral resources over any specified period in a year. This dataset would be of use to both researchers and practitioners, allowing them to estimate floral resource availability around crops or hive placements. It could also identify habitat restoration to most effectively boost native pollinator populations. We present the methodology for the creation of the spatial dataset and usage information.","2024-05-08","2024-07-15 02:15:43","2024-07-15 02:15:43","2024-07-15 02:15:43","e118634","","","9","","","","","","","","Pensoft Publishers","","en","2024 Kevin Li, Jonathan Fisher, Alison Power, Aaron Iverson","","","","oneecosystem.pensoft.net","","","","/Users/kevinl/Zotero/storage/RZHVUP9Q/Li et al. - 2024 - A map of pollinator floral resource habitats in th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS4WR2SA","journalArticle","2024","Klenke, Gwendolyn; Brines, Shannon; Hernandez, Nayethzi; Li, Kevin; Glancy, Riley; Cabrera, Jose; Neal, Blake H.; Adkins, Kevin A.; Schroeder, Ronny; Perfecto, Ivette","Farmer Perceptions of Land Cover Classification of UAS Imagery of Coffee Agroecosystems in Puerto Rico","Geographies","","2673-7086","10.3390/geographies4020019","https://www.mdpi.com/2673-7086/4/2/19","Highly diverse agroecosystems are increasingly of interest as the realization of farms’ invaluable ecosystem services grows. Simultaneously, there has been an increased use of uncrewed aerial systems (UASs) in remote sensing, as drones offer a finer spatial resolution and faster revisit rate than traditional satellites. With the combined utility of UASs and the attention on agroecosystems, there is an opportunity to assess UAS practicality in highly biodiverse settings. In this study, we utilized UASs to collect fine-resolution 10-band multispectral imagery of coffee agroecosystems in Puerto Rico. We created land cover maps through a pixel-based supervised classification of each farm and assembled accuracy assessments for each classification. The average overall accuracy (53.9%), though relatively low, was expected for such a diverse landscape with fine-resolution data. To bolster our understanding of the classifications, we interviewed farmers to understand their thoughts on how these maps may be best used to support their land management. After sharing imagery and land cover classifications with farmers, we found that while the prints were often a point of pride or curiosity for farmers, integrating the maps into farm management was perceived as impractical. These findings highlight that while researchers and government agencies can increasingly apply remote sensing to estimate land cover classes and ecosystem services in diverse agroecosystems, further work is needed to make these products relevant to diversified smallholder farmers.","2024-06","2024-07-15 02:16:53","2024-07-15 02:16:53","2024-07-15 02:16:53","321-342","","2","4","","","","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 2","","/Users/kevinl/Zotero/storage/VKR66LGE/Klenke et al. - 2024 - Farmer Perceptions of Land Cover Classification of.pdf","","","agroecosystem; drones; farm management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3S9NSQC","thesis","2022","Li, Kevin","Pollinators and Ecosystem Services in an Oil Palm Transformation Landscape","","","","10.53846/goediss-9410","https://ediss.uni-goettingen.de/handle/11858/14260","Insect pollination is an economically important ecosystem service that depends heavily on wild pollinators. Landscape transformation caused by conversion to agriculture threatens habitats of wild pollinators, reducing their potential to provide ecosystem services. The landscape in Jambi Province, Sumatra, Indonesia, is an example of a region undergoing landscape transformation, from biodiverse natural forests, to intermediate land uses such as fallow shrubland and jungle rubber, to monospecific oil palm plantations. My dissertation explores how transitions between these land uses impact pollinator biodiversity and ecosystem functions and services. I consider different facets of this interface: the impacts of adjacent forest on pollination services to oil palm; mechanisms driving ecosystem functions and services following agroforestry enrichment within oil palm; and landscape-scale comparisons quantifying interacting local and landscape effects on a native pollinator species.    My first chapter reviews the state of the knowledge of oil palm pollination by insects. I conducted a systematic review of biotic and abiotic drivers of oil palm pollination and pollinator populations. I present the current understanding of the globally introduced West African Weevil (Elaeidobius kamerunicus), whose regional population fluctuations have negatively impacted yield and resilience, as well as other potential pollinator species endemic to particular growing regions. Based on my review, I describe specific issues concerning biotic, management, and climate drivers of pollination that should be the focus of future oil palm pollination research.    In my second chapter, I examine the role that natural habitat can play as a source of pollination ecosystem services and ecological spillover effects in an oil palm field experiment. I compared treatments controlling visitors and pollination of female oil palm inflorescences over a distance gradient from an adjacent forest border. I found that exclusion of all visitors significantly decreased fruit set compared to other treatments, confirming insect pollination is necessary for adequate yield. Forest proximity had a significant positive effect on fruit set when large visitors were excluded. This effect was not significant for treatments that minimized pollinator contributions, suggesting this trend was not due to abiotic factors. However, insect abundances associated with oil palm inflorescences were not strongly related to distance from forest, and only E. kamerunicus had a significant relationship with fruit set. These results could suggest that non-consumptive ecological spillover from forests may influence oil palm pollination, though more experimental work is needed to identify these interactions.     In my third chapter, I explore how enriching the oil palm agricultural matrix with up to six tree species played a role in driving insect-mediated ecosystem functions. Within a plantation-scale, long-term oil palm biodiversity enrichment project, I disentangled the direct and indirect effects of enrichment on services (pollination, biocontrol) and disservices (herbivory) using random partition analysis and structural equation models. These models indicate that changes in canopy openness, driven by enrichment treatments, played an important role in ecological patterns at multiple levels of interaction. These had effects on herbivorous insects and pollinators, the latter of which had a positive effect on the fruit production of phytometer plants (Capsicum annuum) placed in the plots. Our results show that, even in early stages of ecological restoration of oil palm, ecosystem functions and services can be affected. These effects are mediated by decreasing canopy openness; however, these relationships may change as enrichment communities continue to develop.    In my fourth chapter, I examine the counterbalancing roles of local land use and amount of landscape habitat in pollinator survival and growth, using the native stingless bee Tetragonula laeviceps as a focal species. I established three colonies in 40 plots within Jambi’s transformation landscape, selecting from four predominant habitat types (degraded primary forest, shrubland, rubber plantation, and oil palm plantation) and controlling for a gradient of natural habitat (i.e., forest and shrubland) composition in a 500 m radius. I found that hives with higher local flower species richness had more pollen stores, which in turn was associated with increased bee and colony size. Colonies in structurally complex habitats such as forest and rubber plantations had lower mortality and greater gains in hive size than colonies in open habitats such as oil palm and shrubland; however, open habitats had higher flower species richness and abundance. Open habitats, which are increasing with rainforest conversion, reduce suitable nesting habitat but may increase floral resources in the landscape. Considering the key pollinating function of stingless bees, understanding how this trade-off translates to landscape and population scales will be critical in light of the continued deforestation crisis in the tropics.    In summary, understanding and protecting the resources supporting pollination are critical to improving the sustainability of oil palm and can support the livelihoods of people living in the landscape. The impact of habitat loss from agriculture conversion can adversely impact wild pollinator populations through the loss of suitable habitats, as I observed with T. laeviceps, but also changes the flowering resource landscape. In my review of oil palm pollination, I show that a better understanding of biodiversity and landscape drivers of pollination of oil palm itself is needed. My own oil palm field experiment demonstrates how natural habitat and biodiversity may interact positively with oil palm production. I show in my experiments within the oil palm biodiversity enrichment project that tree biodiversity enrichment can indirectly influence pollination services and ecosystem functions, even at an early stage. However, the ecosystem services and disservices affected by ecological restoration will continue to change as the ecological community develops. Our task in future research will be to continue to disentangle these relationships with the aim of recovering or preserving biodiversity and ecosystem function while informing sustainable ecological strategies for farmers and land managers.","2022-09-27","2024-08-06 12:18:46","2025-04-24 16:31:34","2024-08-06 12:18:45","","","","","","","","","","","","Georg-August-Universität Göttingen","Göttingen, GERMANY","eng","http://creativecommons.org/licenses/by/4.0/","Doctoral Thesis","","","ediss.uni-goettingen.de","","","","/Users/kevinl/Zotero/storage/GFAMITWJ/Li - 2022 - Pollinators and Ecosystem Services in an Oil Palm .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QLW5HAB","journalArticle","2024","Adkins, Kevin A.; Li, Kevin; Blasko, Maximilian N.; Cabrera, Jose L.; Neal, Blake H.; James, Timothy Y.; Hajian-Forooshani, Zachary; Brines, Shannon; Perfecto, Ivette","A simple mechanism for uncrewed aircraft bioaerosol sampling in the lower atmosphere","Landscape Ecology","","1572-9761","10.1007/s10980-024-01918-9","https://doi.org/10.1007/s10980-024-01918-9","Understanding the movement of bioaerosols, such as spores and pollen, through the atmosphere is important for a broad spectrum of landscape research, including agricultural fungal outbreaks and pollen threats to public health. As spores and pollen can be transported in the air over large distances, the use of aircraft has historically played a role in detecting and mapping their presence in the lower atmosphere.","2024-07-22","2024-08-15 13:38:30","2024-08-15 13:38:30","2024-08-15 13:38:30","133","","8","39","","Landsc Ecol","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Springer Link","","","","/Users/kevinl/Zotero/storage/4Y258NCD/Adkins et al. - 2024 - A simple mechanism for uncrewed aircraft bioaeroso.pdf","","","Fungi; Spores; Bioaerosols; Aerobiological sampling; Drones; Uncrewed aircraft systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDCNFAF3","preprint","2023","Mora Van Cauwelaert, Emilio; Li, Kevin; Hajian-Forooshani, Zachary; Vandermeer, John; Benítez, Mariana","Interplay between harvesting, planting density and ripening time affects coffee leaf rust dispersal and infection","","","","10.1101/2023.10.31.564961","http://biorxiv.org/lookup/doi/10.1101/2023.10.31.564961","The relationship between the spatial structure of hosts and the individual movement of vectors is central to developing a comprehensive representation of pathogen dynamics. Previous studies have proposed that pathogens like coffee leaf rust (CLR; Hemileia vastatrix) can be transported between plants by coffee workers during harvesting. However, the relative influence of harvesting in coffee rust dispersal and plot-level infection is not well understood, and neither is its relation with plantation characteristics. In this study, we developed a 2D plantation model with deterministically moving agents to explore the role of coffee ripening synchronicity in reproducing the different harvesting trajectories reported in the field. We then evaluate how these trajectories modify the potential CLR infection in plots with increasing planting densities. We found that scenarios with interplant asynchronous ripening and scarcity of trees with berries generate trajectories with medium to long steps that are qualitatively similar to those observed in the field. When coupled with a rust dispersal mechanism, these trajectories significantly increased coffee plot infection compared to scenarios with only local dispersal mechanisms (up to 15%). This effect is enhanced for trajectories with medium-sized steps from the asynchronous scenario, and optimized in plantations with medium planting densities (2000–3000 plants/ha). At high planting densities, plants are always highly infected due to local dispersal, making the contribution of harvest negligible. Our results aims to spur discussion on agroecological practices that can reduce the impact of harvesting and specific trajectories, in scenarios where one can benefit from asynchronous maturation of berries and shaded plantations.","2023-11-01","2024-02-07 14:10:16","2025-09-24 17:26:01","2025-07-18 13:15:04","","","","","","","","","","","","Cold Spring Harbor Laboratory","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Crossref","","","","/Users/kevinl/Zotero/storage/YP3XAWV2/Cauwelaert et al. - 2023 - Interplay between harvesting, planting density and.pdf; /Users/kevinl/Zotero/storage/H7VTSF5J/Van Cauwelaert et al. - 2023 - Interplay between harvesting, planting density and ripening time affects coffee leaf rust dispersal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HIN2L5L","journalArticle","2025","Li, Kevin; Goslee, Sarah","Benefits of wildflower strips in agricultural field margins differ based on landscape complexity across four ecosystem services","Landscape Ecology","","1572-9761","10.1007/s10980-025-02185-y","https://doi.org/10.1007/s10980-025-02185-y","Agricultural landscapes must produce food, fodder, fuel, or fiber while simultaneously maintaining non-market ecosystem services. Conservation practices such as planting perennial wildflower strips can improve multifunctionality, but their effectiveness may depend on the surrounding landscape.","2025-08-12","2025-08-12 11:56:44","2025-08-12 11:56:44","2025-08-12 11:56:44","173","","8","40","","Landsc Ecol","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Springer Link","","","","/Users/kevinl/Zotero/storage/ZIFS6Q2I/Li and Goslee - 2025 - Benefits of wildflower strips in agricultural field margins differ based on landscape complexity acr.pdf","","","Pollination; Field margins; Landscape metrics; Agricultural landscapes; Ecosystem service models; Hydrologic services; Wildflower strips","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UAZESW4","journalArticle","2025","Mora Van Cauwelaert, Emilio; Li, Kevin; Hajian-Forooshani, Zachary; Vandermeer, John; Benítez, Mariana","Interplay between harvesting, planting density, and ripening time affects coffee leaf rust dispersal and infection","Theoretical Ecology","","1874-1746","10.1007/s12080-025-00609-8","https://doi.org/10.1007/s12080-025-00609-8","The relationship between the spatial structure of hosts and the individual movement of vectors is central to developing a comprehensive representation of pathogen dynamics. Previous studies have proposed that pathogens like coffee leaf rust (CLR; Hemileia vastatrix) can be transported between plants by coffee workers during harvesting. However, the relative influence of harvesting in coffee rust dispersal and plot-level infection is not well understood, and neither is its relation with plantation characteristics. In this study, we developed a 2D plantation model with deterministically moving agents to explore the role of coffee ripening synchronicity in reproducing the different harvesting trajectories reported in the field. We then evaluate how these trajectories modify the potential CLR infection in plots with increasing planting densities. We found that scenarios with interplant asynchronous ripening and scarcity of trees with berries generate trajectories with medium to long steps that are qualitatively similar to those observed in the field. When coupled with a rust dispersal mechanism, these trajectories significantly increased coffee plot infection compared to scenarios with only local dispersal mechanisms (up to 15%). This effect is enhanced for trajectories with medium-sized steps from the asynchronous scenario, and optimized in plantations with medium planting densities (2000–3000 plants/ha). At high planting densities, plants are always highly infected due to local dispersal, making the contribution of harvest negligible. Our results aims to spur discussion on agroecological practices that can reduce the impact of harvesting and specific trajectories, in scenarios where one can benefit from asynchronous maturation of berries and shaded plantations.","2025-03-31","2025-09-24 17:25:24","2025-09-24 17:25:24","2025-09-24 17:25:24","14","","1","18","","Theor Ecol","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Springer Link","","","","/Users/kevinl/Zotero/storage/USRMMKGV/Mora Van Cauwelaert et al. - 2025 - Interplay between harvesting, planting density, and ripening time affects coffee leaf rust dispersal.pdf","","","Coffee leaf rust dispersal; Coffee ripening; Harvesting trajectories; Mechanistic modeling; Planting density","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9JJQ3R8U","journalArticle","2025","Nelson, Clay M.; Li, Kevin; Diamond, Gary L.; Lambert, Matthew; Bradham, Karen D.","Estimating accuracy and precision in the bioavailability-adjusted exposure point concentration to support human health risk assessment of lead-contaminated soils","Journal of Toxicology and Environmental Health, Part A","","1528-7394","10.1080/15287394.2025.2542348","https://doi.org/10.1080/15287394.2025.2542348","Under the United States Environmental Protection Agency’s (U.S. EPA) CERCLA program, soils suspected of lead (Pb) contamination are evaluated to assess the impact of soil Pb exposure on blood Pb levels. The decision to remediate relies, in part, on whether the measured soil exposure point concentration (EPC) excee ds an action level. The U.S. EPA established data quality objectives (DQOs) to support data collection used to estimate the EPC and assess confidence in remediation decisions. To support DQO processes at sites where site-specific soil Pb relative bioavailability (RBA) is assessed, a statistical simulation model was developed that estimates false compliance/exceedance decision error probabilities based upon uncertainty in the RBA-adjusted EPC, employing model inputs defining (1) the sampling protocol being evaluated, (2) variability in total and bioavailable soil Pb across the assessed area, and (3) analytical measurement uncertainty. A framework for utilizing the simulation model is presented using a hypothetical site informed by concentration and soil Pb bioavailability distributions from an actual Pb-contaminated site. Pre-sampling, false compliance/exceedance decision error probabilities were predicted for various sampling protocols. A DQO-compliant sampling protocol was then selected, and accuracy and precision in the measured EPC were assessed relative to a specified risk-based action level.","2025","2025-09-30 13:35:03","2025-09-30 13:41:16","2025-09-30 13:35:03","","","","","","","","","","","","Taylor & Francis","","","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Taylor and Francis+NEJM","","_eprint: https://doi.org/10.1080/15287394.2025.2542348","","/Users/kevinl/Zotero/storage/YSQKCL3M/Nelson et al. - Estimating accuracy and precision in the bioavailability-adjusted exposure point concentration to su.pdf","","","bioavailability; data quality objectives; lead; remediation; Soil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K83NHSKS","journalArticle","2025","Su, Chenyang; Hajian-Forooshani, Zachary; Li, Kevin; Vandermeer, John; Perfecto, Ivette","Non-Independent Co-Occurrence of Two Important Fungal Pathogens of Coffee Suggests a Potential Trade-Off in Varietal Resistance","Journal of Phytopathology","","1439-0434","10.1111/jph.70184","https://onlinelibrary.wiley.com/doi/abs/10.1111/jph.70184","Coffee leaf rust caused by Hemileia vastatrix and American leaf spot caused by Mycena citricolor are important fungal diseases of coffee that cause severe yield losses. While coffee leaf rust received much attention based on the recent outbreak in Latin America, we report here on an association pattern of American leaf spot with the presence of coffee leaf rust in a coffee farm in southern Mexico. From 7 months of sampling on 640 coffee bushes in 128 50 × 50-m plots, we show that the occurrence and severity levels of coffee leaf rust and American leaf spot are not independent. Chi-squared tests of coffee leaf rust and American leaf spot presence show significantly fewer coffee plants infected with both diseases and more plants infected with only one disease than at random. The resulting patterns of infection are consistent with the hypothesis that there may be trade-offs in controlling these pathogens, where the leaf rust-resistant Coffea arabica varieties planted in response to the recent outbreak may be more susceptible to American leaf spot disease. These results underscore the importance of further research on the communities of coffee pathogens and suggest that management strategies for coffee rust control should not rely solely on planting homogeneous resistant varieties.","2025","2025-10-23 17:20:05","2025-10-23 17:20:05","2025-10-23 17:20:05","e70184","","5","173","","","","","","","","","","en","© 2025 The Author(s). Journal of Phytopathology published by Wiley-VCH GmbH.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/jph.70184","","/Users/kevinl/Zotero/storage/Z8IY4I5V/Su et al. - 2025 - Non-Independent Co-Occurrence of Two Important Fungal Pathogens of Coffee Suggests a Potential Trade.pdf; /Users/kevinl/Zotero/storage/9AINGA5Q/jph.html","","","Coffea arabica; Hemileia vastatrix; co-infection; multiple disease management; Mycena citricolor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A546344Y","journalArticle","2025","Li, Kevin; Goslee, Sarah C.","Modeling tools for ecosystem service tradeoffs and synergies in agricultural landscapes","Journal of Soil and Water Conservation","","0022-4561, 1941-3300","10.1080/00224561.2025.2533100","https://www.tandfonline.com/doi/full/10.1080/00224561.2025.2533100","Researchers and decision-makers increasingly recognize the importance of considering tradeoffs and synergies between multiple ecosystem services within the landscape when managing for sustainable agriculture. ecosystem service modeling can be a valuable approach for exploring landscape management scenarios and understanding potential outcomes, but not all modeling frameworks are equally accessible or appropriate for agroecosystems at scales broader than the field or farm. we conducted a survey of ecosystem service modeling (eSM) tools to identify frameworks that could simultaneously assess multiple ecosystem services associated with sustainable agriculture. Our criteria emphasize that models should be spatially explicit and quantify multiple agriculturally relevant ecosystem services, and ideally, they should be adaptable to livestock systems and annual and perennial crops. Models should also be findable, accessible, interoperable, and reusable (FAiR). we synthesized 28 literature reviews that compared across multiple models, focusing on modeling frameworks that appeared consistently across reviews and matched most of our criteria. these models were integrated valuation of ecosystem Services and tradeoffs (inveSt), Artificial intelligence for ecosystem Services (ARieS), Soil and water Assessment tool (SwAt), and Social values for ecosystem Services (SolveS). we also included the Agricultural Policy/environmental eXtender (APeX) and the Rangeland Production Model (RPM) as examples of modeling frameworks that focus on ecosystem services in grazing lands, which are not well-represented in the reviewed literature. Most eSM tools include climate, soil, and water processes, while fewer models cover pollination, natural habitat, or cultural values, and none include biological pest control or genetic diversity. we find that the inveSt framework covers the greatest range of agroecosystem services and is automatable, open source, freely accessible, and easily applicable to landscapes, though it lacks integrated modules for modeling processes specific to grazing land. we identify components of inveSt that must be improved to provide meaningful results in grazed or integrated crop-livestock systems. the SolveS framework is unique in focusing on social and cultural values of ecosystem services, complementing the physical processes in inveSt. these models provide different, accessible options for understanding landscape management impacts on multiple ecosystem services and have the potential to play a key role in supporting decision-making in sustainable agriculture.","2025-10-28","2025-10-31 13:14:20","2025-10-31 13:14:40","2025-10-31 13:14:20","1-17","","","","","Journal of Soil and Water Conservation","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","DOI.org (Crossref)","","","","/Users/kevinl/Zotero/storage/WGZ8JGF8/Li and Goslee - 2025 - Modeling tools for ecosystem service tradeoffs and synergies in agricultural landscapes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
